restaurant_name,city,area,rating,cost_for_two,cuisine,discount,book_table,walkin_available
Roastery Cultur - The Coffee Company,Ahmedabad,"Bodakdev, West Ahmedabad",4.6,₹700 for two,"Coffee and Tea, Beverages",Flat 10% + 25% with Bank Offers,False,False
Baba Budan Cafe,Ahmedabad,"Bodakdev, West Ahmedabad",5.0,₹600 for two,Cafe,Flat 20% + 25% with Bank Offers,False,False
Dolce Vita Ristorante,Ahmedabad,"Shilaj, Ahmedabad",5.0,₹1500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Ishtaa - Truly South Indian,Ahmedabad,"Bodakdev, West Ahmedabad",4.7,₹1000 for two,South Indian,Flat 20% + 25% with Bank Offers,False,False
Huber & Holly,Ahmedabad,"Bodakdev, West Ahmedabad",4.4,₹500 for two,Ice Cream,Flat 15% + 25% with Bank Offers,False,False
The Penthouse Chapter 1- By Novel Chef,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.0,₹1100 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Starboy Pizza,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.0,₹300 for two,"Italian, Desserts",25% Off :Payeazy,False,False
The Square - Novotel,Ahmedabad,"Novotel, Ahmedabad",4.2,₹1500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
MAD By Tomato's,Ahmedabad,"Bodakdev, West Ahmedabad",5.0,₹1500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
The Latin House,Ahmedabad,"Thaltej, West Ahmedabad",5.0,₹1000 for two,"American, Mexican",25% Off :Payeazy,False,False
Cafe Treat,Ahmedabad,"The Pride Hotel, Ahmedabad",4.2,₹1800 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Three Quarter Indian,Ahmedabad,"Satellite, West Ahmedabad",4.2,₹1200 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Amala,Ahmedabad,"Bodakdev, West Ahmedabad",4.6,₹1100 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Dakshin Bhojnam,Ahmedabad,Iskcon Cross Road,4.2,₹600 for two,South Indian,Flat 10% + 25% with Bank Offers,False,False
Tuk Tuk Thai - Pure Veg Asian Fine Dine,Ahmedabad,"Bodakdev, West Ahmedabad",4.8,₹1200 for two,Asian,Flat 10% + 25% with Bank Offers,False,False
Sappadu,Ahmedabad,"Bodakdev, West Ahmedabad",5.0,₹600 for two,South Indian,Flat 10% + 25% with Bank Offers,False,False
Desi Rasoi,Ahmedabad,"Satellite, West Ahmedabad",5.0,₹800 for two,Gujarati,Flat 20% + 25% with Bank Offers,False,False
Balista Bistro,Ahmedabad,"Makarba, Ahmedabad",4.5,₹500 for two,"Italian, American",Flat 20% + 25% with Bank Offers,False,False
Hella Good Pizzeria,Ahmedabad,"SOBO Center, Bopal",5.0,₹1000 for two,Italian,Flat 15% + 25% with Bank Offers,False,False
Bigly,Ahmedabad,"Thaltej, West Ahmedabad",4.8,₹1600 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Zozi - Gujarat's First Diecast Cafe,Ahmedabad,"Bodakdev, West Ahmedabad",4.3,₹800 for two,Italian,Flat 20% + 25% with Bank Offers,False,False
Ministry Of Beer,Lucknow,"Gomti Nagar, Lucknow",4.3,₹2000 for two,Multicuisine,50% off,False,False
Spice Sutra,Lucknow,"Gomti Nagar, Lucknow",4.4,₹700 for two,Multicuisine,Flat 35% + 25% with Bank Offers,False,False
Arabania Indo-Arabic Restaurant,Lucknow,"Alambagh, Lucknow",4.4,₹1000 for two,Arabian,Flat 30% + 25% with Bank Offers,False,False
Criollo By Craft Coffee,Lucknow,"Hazratganj, Lucknow",5.0,₹1000 for two,Coffee,Flat 25% + 25% with Bank Offers,False,False
Moti Mahal Delux,Lucknow,"Hazratganj, Lucknow",4.8,₹1000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Hons - All Day Dining,Lucknow,"Hazratganj, Lucknow",4.3,₹1500 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Barkaas Indo Arabic Restaurant,Lucknow,"Hazratganj, Lucknow",3.9,₹800 for two,Indonesian,Flat 15% + 25% with Bank Offers,False,False
Urban Club,Lucknow,"Hazratganj, Lucknow",4.0,₹800 for two,"Finger Food, Cocktail Menu",25% Off :Payeazy,False,False
Tanatan,Lucknow,"Hazratganj, Lucknow",4.4,₹2500 for two,Indian,Flat 40% + 25% with Bank Offers,False,False
Wat-A-Burger!,Lucknow,"Hazratganj, Lucknow",4.0,₹500 for two,"Fast Food, Burgers",50% off,False,False
Haloz Cafe,Lucknow,"Hazratganj, Lucknow",5.0,₹1000 for two,Italian,Flat 25% + 25% with Bank Offers,False,False
Starbelly Cafe & Restaurant,Lucknow,"Hazratganj, Lucknow",4.0,₹700 for two,"Chinese, Italian, Indian",Flat 10% + 25% with Bank Offers,False,False
Urban Smoky Cafe,Lucknow,"Hazratganj, Lucknow",3.0,₹800 for two,Indian,Flat 20% + 25% with Bank Offers,False,False
Philtre & Co.,Lucknow,"Hazratganj, Lucknow",4.3,₹1200 for two,Continental,Flat 20% + 25% with Bank Offers,False,False
PVR,Lucknow,"Hazratganj, Lucknow",4.0,₹500 for two,Fast Food,25% Off :Payeazy,False,False
34 Chowringhee Lane,Lucknow,"Hazratganj, Lucknow",4.0,₹600 for two,Fast Food,25% Off :Payeazy,False,False
Truccos,Lucknow,"Hazratganj, Lucknow",4.8,₹500 for two,"Cafe, Continental",25% Off :Payeazy,False,False
The Chocolate Room,Lucknow,"Hazratganj, Lucknow",4.3,₹450 for two,"Bakery, Desserts",Flat 15% + 25% with Bank Offers,False,False
Pavilion Awadh & Beyond,Lucknow,"La Place Sarovar Portico, Lucknow",4.4,₹1200 for two,Multicuisine,50% off,False,False
Fo'sho - Pan Asian & Italian Bistro,Lucknow,"Hazratganj, Lucknow",4.9,₹1500 for two,"Pan Asian, Italian",Flat 25% + 25% with Bank Offers,False,False
Vito's Pizzeria,Lucknow,"Hazratganj, Lucknow",4.5,₹800 for two,Italian,Flat 15% + 25% with Bank Offers,False,False
The Tangra Grill,Lucknow,"La Place Sarovar Portico, Lucknow",4.0,₹1200 for two,Chinese,Flat 20% + 25% with Bank Offers,False,False
Kool Break,Lucknow,"Hazratganj, Lucknow",4.3,₹1000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Nahari Junction,Lucknow,"Lalbagh, Lucknow",5.0,₹600 for two,Mughlai,Flat 10% + 25% with Bank Offers,False,False
Wow! Momo,Lucknow,"Hazratganj, Lucknow",4.9,₹400 for two,Momos,Flat 15% + 25% with Bank Offers,False,False
Karim's,Lucknow,"Lalbagh, Lucknow",3.3,₹800 for two,Mughlai,Flat 15% + 25% with Bank Offers,False,False
Blue Corriander,Lucknow,"Lalbagh, Lucknow",5.0,₹1000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Chicago Pizza,Lucknow,"Hazratganj, Lucknow",4.0,₹600 for two,Pizza,50% off,False,False
L14,Lucknow,Renaissance Lucknow Hotel,3.4,₹1800 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Delisia,Lucknow,"Hotel Myriad, Lucknow",4.0,₹1200 for two,"Indian, Chinese",1+1 + 25% Off,False,False
Bar Bar,Lucknow,Regenta Central Lucknow,4.0,₹1500 for two,"Multicuisine, Cocktail Menu",Flat 20% + 25% with Bank Offers,False,False
Pinxx,Lucknow,Regenta Central Lucknow,4.0,₹1000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Sidewalk Bakehouse & Cafe,Lucknow,"Hazratganj, Lucknow",4.0,₹1300 for two,"Italian, Continental",Flat 10% + 25% with Bank Offers,False,False
FashionTV Diner,Lucknow,"Hazratganj, Lucknow",3.5,₹1000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Mantar,Lucknow,"Hazratganj, Lucknow",4.5,₹800 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Molecule Air Bar,Lucknow,"Riverside Mall, Gomti Nagar",4.0,₹1500 for two,"Multicuisine, Cocktail Menu",Flat 20% + 25% with Bank Offers,False,False
Danbro,Lucknow,"Hazratganj, Lucknow",4.0,₹800 for two,Bakery,50% off,False,False
Royal Cafe,Lucknow,"Royal Inn, Hazratganj",4.4,₹800 for two,Multicuisine,25% Off :Payeazy,False,False
Orchid,Lucknow,"Fortune Park BBD, Lucknow",4.2,₹1700 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Side Walk Cafe,Lucknow,"Gomti Nagar, Lucknow",4.1,₹1000 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Masaki Couture & Cafe,Lucknow,"Hazratganj, Lucknow",4.3,₹1100 for two,"Asian, Continental",Flat 25% + 25% with Bank Offers,False,False
Sky Bar,Lucknow,Renaissance Lucknow Hotel,4.5,₹2000 for two,"Cocktail Menu, Finger Food",Flat 25% + 25% with Bank Offers,False,False
Zaika By Gemini Continental,Lucknow,"Gemini Continental, Hazratganj",4.6,₹2000 for two,Multicuisine,1+1 + 25% Off,False,False
Caprice,Lucknow,Radisson Lucknow  City Centre,4.1,₹1200 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Zaffran,Lucknow,Renaissance Lucknow Hotel,4.7,₹2000 for two,Awadhi,Flat 35% + 25% with Bank Offers,False,False
Brot Company,Jaipur,"Civil Lines, Jaipur",5.0,₹1600 for two,"Bakery, Pan Asian, Continental",Flat 10% + 25% with Bank Offers,False,False
Dyore Experiences,Jaipur,"C Scheme, Jaipur",3.3,₹1800 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Spice Court,Jaipur,"Civil Lines, Jaipur",4.4,₹800 for two,"Beverages, Multicuisine",Flat 10% + 25% with Bank Offers,False,False
Cafe Auberge,Jaipur,"Civil Lines, Jaipur",4.8,₹800 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Zarza Club & Terrace,Jaipur,"Bais Godam, Jaipur",4.0,₹1500 for two,Multicuisine,Flat 55% + 25% with Bank Offers,False,False
Spice It,Jaipur,"Ibis Hotel, Jaipur",3.8,₹1600 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Brewvana Coffee House,Jaipur,"C Scheme, Jaipur",4.0,₹1200 for two,"Coffee and Tea, Cafe",Flat 25% + 25% with Bank Offers,False,False
Baari- The House of Fusion,Jaipur,"Gopalbari, Jaipur",4.0,₹800 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Nibs Cafe & Chocolataria,Jaipur,"Gopalbari, Jaipur",4.4,₹600 for two,Cafe,Flat 20% + 25% with Bank Offers,False,False
Thirsty Camel,Jaipur,"Hathroi, Jaipur",5.0,₹1600 for two,Multicuisine,Flat 40% + 25% with Bank Offers,False,False
Veda by Jaipur Coffee Co.,Jaipur,"Hathroi, Jaipur",4.0,₹1400 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Peshawri,Jaipur,"ITC Rajputana Hotel, Jaipur",4.5,₹4500 for two,North West Frontier,Flat 10% + 25% with Bank Offers,False,False
Little French Home,Jaipur,"Gopalbari, Jaipur",5.0,₹1200 for two,Continental,Flat 25% + 25% with Bank Offers,False,False
Waraahi,Jaipur,"C Scheme, Jaipur",3.7,₹1000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Le Farsan - Rooftop & Cafe,Jaipur,"C Scheme, Jaipur",4.7,₹1300 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
Strings-Cocktail Lounge,Jaipur,"C Scheme, Jaipur",4.0,₹1600 for two,"Cocktail Menu, Multicuisine",Flat 20% + 25% with Bank Offers,False,False
Blackout,Jaipur,"Hotel Golden Oak, Jaipur",3.6,₹1800 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Peepal Restaurant,Jaipur,"Rambagh, Jaipur, Jaipur",5.0,₹1500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Daniel's Oriental Kitchen,Jaipur,"Gopalbari, Jaipur",5.0,₹800 for two,oriental,Flat 15% + 25% with Bank Offers,False,False
Skyza,Jaipur,"C Scheme, Jaipur",4.3,₹1200 for two,"Cocktail Menu, Multicuisine",Flat 20% + 25% with Bank Offers,False,False
The Colonnade,Jaipur,"Rajmahal Palace, Jaipur",4.7,₹6000 for two,Multicuisine,25% Off :Payeazy,False,False
TGIH - Thank God It's Healthy,Jaipur,"Gopalbari, Jaipur",4.0,₹900 for two,Healthy Food,Flat 25% + 25% with Bank Offers,False,False
Beans & Buns By Hotel Anuraag Villa,Jaipur,"Bani Park, Jaipur",4.0,₹1000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
PURGATORY 777,Jaipur,"Ashok Nagar, Jaipur",3.4,₹2000 for two,"Casual Eclectic, Multicuisine",Flat 50% + 25% with Bank Offers,False,False
The Dome,Jaipur,"MI Road, Jaipur",4.3,₹1500 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Meraaki Kitchen,Jaipur,"Civil Lines, Jaipur",4.3,₹1000 for two,"North Indian, Chinese, Italian",25% Off :Payeazy,False,False
Kalyan Rooftop And Indoor Restaurant,Jaipur,"Gopalbari, Jaipur",4.2,₹600 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Chaat Bistro,Jaipur,"Civil Lines, Jaipur",4.0,₹800 for two,Chaat,Flat 15% + 25% with Bank Offers,False,False
Sura - Cocktails & Cuisine,Jaipur,"Gopalbari, Jaipur",5.0,₹2000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Arth Spaces,Jaipur,"C Scheme, Jaipur",4.0,₹900 for two,Cafe,Flat 10% + 25% with Bank Offers,False,False
Carbon,Jaipur,"Ashok Nagar, Jaipur",4.4,₹900 for two,Coffee,Flat 15% + 25% with Bank Offers,False,False
Jaipur Pavilion,Jaipur,"ITC Rajputana Hotel, Jaipur",5.0,₹1800 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Peacock Roof Top Restaurant,Jaipur,"Hotel Pearl Palace, Jaipur",4.6,₹800 for two,Pan Asian,25% Off :Payeazy,False,False
Le Farsan - Thali Restaurant,Jaipur,"C Scheme, Jaipur",2.3,₹1000 for two,Indian,Flat 10% + 25% with Bank Offers,False,False
Café White Sage,Jaipur,"Civil Lines, Jaipur",4.8,₹1900 for two,Multicuisine,25% Off :Payeazy,False,False
Brewlicious Rooftop Bar,Jaipur,"C Scheme, Jaipur",4.5,₹2000 for two,"Cocktail Menu, Multicuisine",Flat 30% + 25% with Bank Offers,False,False
Native Cocktail Room,Jaipur,"Hotel Pearl Palace, Jaipur",5.0,₹2000 for two,Multicuisine,25% Off :Payeazy,False,False
Kohhee by The Night Jar,Jaipur,"C Scheme, Jaipur",5.0,₹700 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
OTH - On The House,Jaipur,"C Scheme, Jaipur",4.5,₹1100 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Farmacy - A Healthy Restaurant By Doctors,Jaipur,"C Scheme, Jaipur",5.0,₹800 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Sirka,Jaipur,"C Scheme, Jaipur",4.4,₹1300 for two,Indian,Flat 35% + 25% with Bank Offers,False,False
Sipsss,Jaipur,"Gopalbari, Jaipur",4.5,₹1000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Monarch - World Dining,Jaipur,"Holiday Inn Jaipur City Centre, Jaipur",4.3,₹2300 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Palila Cafe & Kitchen,Jaipur,"Gopalbari, Jaipur",4.0,₹900 for two,Italian,Flat 15% + 25% with Bank Offers,False,False
Jal Mahal,Jaipur,"ITC Rajputana Hotel, Jaipur",5.0,₹3300 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Biryani By Kilo,Chandigarh-Tricity,"Sector 30, Chandigarh",4.4,₹700 for two,Biryani,50% off,False,False
Downtown Cafe and Kitchen 21,Chandigarh-Tricity,"Sector 21, Chandigarh",4.0,₹850 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Prankster,Chandigarh-Tricity,"Sector 26, Chandigarh",4.5,₹1500 for two,"Modern Indian, Cocktail Menu",Flat 40% + 25% with Bank Offers,False,False
Tiger Five,Chandigarh-Tricity,"Sector 26, Chandigarh",4.4,₹1400 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Sir Dough,Chandigarh-Tricity,"Sector 7, Chandigarh",4.0,₹1200 for two,"Italian, Continental",1+1 + 25% Off,False,False
Punjab Grill,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",4.4,₹1400 for two,North Indian,Flat 50% + 25% with Bank Offers,False,False
Urban Cafe,Chandigarh-Tricity,"Hyatt Regency, Chandigarh",4.4,₹4000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Eddies,Chandigarh-Tricity,"Sector 26, Chandigarh",4.6,₹1600 for two,"Italian, Continental, American",Flat 25% + 25% with Bank Offers,False,False
Anardana Modern Kitchen & Bar,Chandigarh-Tricity,"City Emporium Mall, Chandigarh",4.5,₹1800 for two,"Multicuisine, Cocktail Menu",1+1 + 25% Off,False,False
Ministry of Bar Exchange,Chandigarh-Tricity,"Sector 26, Chandigarh",4.5,₹2000 for two,Multicuisine,50% off,False,False
Dhaba 7,Chandigarh-Tricity,"Sector 7, Chandigarh",4.4,₹1200 for two,North Indian,Flat 50% + 25% with Bank Offers,False,False
O Chicken,Chandigarh-Tricity,"Sector 8, Chandigarh",4.0,₹400 for two,Fast Food,Flat 45% + 25% with Bank Offers,False,False
Sante Brewery & Kitchen,Chandigarh-Tricity,"Sector 26, Chandigarh",4.0,₹1500 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Asia Kitchen By Mainland China,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",5.0,₹1000 for two,Chinese,Flat 40% + 25% with Bank Offers,False,False
The Breevity Cafe,Chandigarh-Tricity,"Sector 18, Chandigarh",4.0,₹1000 for two,Cafe,Flat 15% + 25% with Bank Offers,False,False
Dialogue Cafe,Chandigarh-Tricity,"Sector 35, Chandigarh",4.1,₹900 for two,"Beverages, Cafe",Flat 20% + 25% with Bank Offers,False,False
Rhapsody,Chandigarh-Tricity,"Sector 17, Chandigarh",5.0,₹1600 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Wild Thyme,Chandigarh-Tricity,"Sector 7, Chandigarh",3.1,₹2100 for two,"Italian, Mediterranean, Continental",Flat 10% + 25% with Bank Offers,False,False
Avra x  dochi pizzeria,Chandigarh-Tricity,"Sector 7, Chandigarh",4.4,₹1500 for two,"Italian, Pizza",50% off,False,False
Bargain Booze,Chandigarh-Tricity,"Sector 26, Chandigarh",3.7,₹2000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
The Local House,Chandigarh-Tricity,"Sector 26, Chandigarh",5.0,₹1500 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Bistro 1427,Chandigarh-Tricity,"Sector 5, Panchkula",4.0,₹900 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Ministry of Bar Exchange,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",4.1,₹1200 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Ikk Panjab,Chandigarh-Tricity,"Sector 26, Chandigarh",5.0,₹2500 for two,"Punjabi, North Indian",Flat 50% + 25% with Bank Offers,False,False
Brooklyn Central,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",4.8,₹1500 for two,American,Flat 10% + 25% with Bank Offers,False,False
Ketliwala,Chandigarh-Tricity,"Sector 22, Chandigarh",5.0,₹800 for two,Street Food,Flat 15% + 25% with Bank Offers,False,False
The Cafe @ JW,Chandigarh-Tricity,"JW Marriott, Chandigarh",4.3,₹3500 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Deluxe Dhaba,Chandigarh-Tricity,"Sector 28, Chandigarh",4.0,₹600 for two,Multicuisine,50% off,False,False
Cafe Olio,Chandigarh-Tricity,"Sector 35, Chandigarh",5.0,₹1500 for two,"Cafe, Multicuisine",Flat 20% + 25% with Bank Offers,False,False
Seville Bar and Lounge,Chandigarh-Tricity,"Sector 26, Chandigarh",4.9,₹2500 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
United Coffee House,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",4.5,₹1200 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Stage,Chandigarh-Tricity,"Hyatt Regency, Chandigarh",4.6,₹1500 for two,Finger Food,Flat 25% + 25% with Bank Offers,False,False
The G.T. Road,Chandigarh-Tricity,"Sector 26, Chandigarh",4.4,₹2400 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
Hard Rock Cafe,Chandigarh-Tricity,"Sector 26, Chandigarh",3.9,₹1500 for two,"Finger Food, Cocktail Menu",Flat 10% + 25% with Bank Offers,False,False
Saffron,Chandigarh-Tricity,"JW Marriott, Chandigarh",4.2,₹3000 for two,North Indian,Flat 20% + 25% with Bank Offers,False,False
Chawla's 2,Chandigarh-Tricity,"Sector 22, Chandigarh",1.0,₹1400 for two,Indian,Flat 30% + 25% with Bank Offers,False,False
Xero Degrees,Chandigarh-Tricity,"Sector 35, Chandigarh",4.2,₹800 for two,"Beverages, Fast Food, Cafe",50% off,False,False
Komo House,Chandigarh-Tricity,"Sector 7, Chandigarh",4.0,₹1500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Beyon,Chandigarh-Tricity,"Sector 26, Chandigarh",4.0,₹1500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Purple Frog,Chandigarh-Tricity,"Sector 9, Panchkula",4.0,₹1200 for two,"Cafe, Cocktail Menu",Flat 15% + 25% with Bank Offers,False,False
Sip & Stories - Premium BYOB,Chandigarh-Tricity,"Sector 7, Chandigarh",4.0,₹1500 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Refections Cafe,Chandigarh-Tricity,"Sector 35, Chandigarh",4.0,₹1500 for two,"North Indian, Chinese, Multicuisine",Flat 15% + 25% with Bank Offers,False,False
Talez Patisserie & Kitchen,Chandigarh-Tricity,"Sector 26, Chandigarh",4.6,₹1500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Tatami,Chandigarh-Tricity,"Sector 7, Chandigarh",4.1,₹1500 for two,Japanese,Flat 10% + 25% with Bank Offers,False,False
Cafe De Piccolo,Chandigarh-Tricity,"Sector 9, Chandigarh",5.0,₹1200 for two,Italian,Flat 20% + 25% with Bank Offers,False,False
Backyard Restaurant & Bar,Goa,"Calangute, North Goa",5.0,₹1500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Bharat Bar & Restaurant,Goa,"Baga, North Goa",4.0,₹800 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Jazz Bistro,Goa,"Calangute Baga Road, Goa",4.7,₹1000 for two,Multicuisine,Free Beverages + 25% Off,False,False
Café De Port By Radisson Resort Goa Baga,Goa,"Arpora, North Goa",4.9,₹2200 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Souza Lobo - Since 1932,Goa,"Calangute, North Goa",4.3,₹1300 for two,Goan,25% Off :Payeazy,False,False
Krishna Bar & Restaurant,Goa,"Calangute, North Goa",4.0,₹550 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Tom's Resto By The Beach,Goa,"Calangute, North Goa",5.0,₹1000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
BunnyKins Cafe,Goa,"Calangute, North Goa",4.0,₹900 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Elrow Ocean Front,Goa,"Calangute Baga Road, Goa",2.8,₹2000 for two,Asian,Flat 25% + 25% with Bank Offers,False,False
Cafe Fika,Goa,"Panaji, North Goa",5.0,₹1000 for two,Cafe,Flat 30% + 25% with Bank Offers,False,False
One Calangute,Goa,"Calangute, North Goa",3.8,₹1000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Beans & Bistro,Goa,"Calangute, North Goa",4.0,₹400 for two,"Cafe, Coffee",Flat 10% + 25% with Bank Offers,False,False
Oceana Restaurant,Goa,"Calangute, North Goa",4.0,₹1000 for two,"Indian, Continental",Flat 10% + 25% with Bank Offers,False,False
Bloom Cafe,Goa,"Bloom Hotel ,Calangute",4.0,₹1200 for two,Multicuisine,25% Off :Payeazy,False,False
GROK,Goa,Hyatt Centric Candolim Goa,4.2,₹1200 for two,Goan,Flat 35% + 25% with Bank Offers,False,False
Just Lobo's,Goa,"Calangute, North Goa",4.7,₹1000 for two,"Goan, Multicuisine",Flat 20% + 25% with Bank Offers,False,False
Pepper Bar and Restaurant,Goa,"Le Seasons Resort, Goa",4.0,₹1200 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Peace,Goa,The Park Calangute Goa,4.4,₹1500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Palms n Sands,Goa,"Candolim, North Goa",4.4,₹2000 for two,Multicuisine,25% Off :Payeazy,False,False
Aur Jalsa,Goa,"Calangute Baga Road, Goa",3.0,₹4500 for two,"Indian, Rajasthani",Flat 20% + 25% with Bank Offers,False,False
Kava - Fairfield by Marriott Calangute,Goa,Fairfield by Marriott Goa Calangute,5.0,₹1000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
You & Me,Goa,"Baga, North Goa",4.0,₹900 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
The Square,Goa,Novotel Goa Shrem Hotel,5.0,₹2000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Cafe De Port - Alfresco,Goa,"Arpora, North Goa",5.0,₹2200 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Bar Asia,Goa,Novotel Goa Shrem Hotel,5.0,₹1500 for two,Finger Food,Flat 25% + 25% with Bank Offers,False,False
Raeeth,Goa,"Ozran Beach Road , Goa",3.2,₹1500 for two,Mediterranean,Flat 10% + 25% with Bank Offers,False,False
Spice It,Goa,"ibis, Calangute, Goa",5.0,₹1000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Novu Rooftop Dining,Goa,"Fort Aguada Rd, Candolim, North Goa",4.7,₹1200 for two,Multicuisine,Flat 35% + 25% with Bank Offers,False,False
Sessions,Goa,Hard Rock Hotel Goa,4.7,₹2000 for two,"Indian, Beverages",Flat 10% + 25% with Bank Offers,False,False
The Fisherman's Wharf,Goa,"Calangute, North Goa",4.2,₹1100 for two,Goan,25% Off :Payeazy,False,False
De Little Goa,Goa,"Calangute, North Goa",5.0,₹1500 for two,Indian,Flat 15% + 25% with Bank Offers,False,False
Hibiscus,Goa,"Arpora, North Goa",1.0,₹1000 for two,Multicuisine,Flat 35% + 25% with Bank Offers,False,False
Spice Mantraa,Goa,"Candolim, North Goa",4.6,₹1200 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Saipe,Goa,Hilton Goa Resort,5.0,₹2400 for two,Multicuisine,Flat 35% + 25% with Bank Offers,False,False
Rio Cafe Bar,Goa,"Calangute, North Goa",4.8,₹1000 for two,Continental,Flat 25% + 25% with Bank Offers,False,False
The Market,Goa,"The Westin,Goa",4.5,₹3000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Sizzler House,Goa,"Anjuna Vagator Road, Goa",5.0,₹700 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Zodiac - All Day Dining Benaulim,Goa,"Fortune Resort Benaulim, Goa by ITC",4.0,₹1100 for two,"Seafood, Multicuisine",Flat 25% + 25% with Bank Offers,False,False
